,Class,probability,long,lat,Distance,character,color_shape,color_char
1878,['Human'],,,,0,not found,not found,not found
1879,['rectangle'],,,,0,not found,not found,not found
1880,['trapezoid'],,,,0,not found,not found,not found
1881,['rectangle'],,,,0,not found,not found,not found
1882,['trapezoid'],,,,0,not found,not found,not found
1883,['Human'],,,,0,not found,not found,not found
1884,['rectangle'],,,,0,not found,not found,not found
1885,['trapezoid'],,,,0,not found,not found,not found
1886,['rectangle'],,,,0,not found,not found,not found
1887,['trapezoid'],,,,0,not found,not found,not found
1888,['Human'],,,,0,not found,not found,not found
1889,['rectangle'],,,,0,not found,not found,not found
1890,['trapezoid'],,,,0,not found,not found,not found
1891,['rectangle'],,,,0,not found,not found,not found
1892,['trapezoid'],,,,0,not found,not found,not found
1893,['Human'],,,,0,not found,not found,not found
1894,['rectangle'],,,,0,not found,not found,not found
1895,['trapezoid'],,,,0,not found,not found,not found
1896,['rectangle'],,,,0,not found,not found,not found
1897,['trapezoid'],,,,0,not found,not found,not found
1898,['Human'],,,,0,not found,not found,not found
1899,['rectangle'],,,,0,not found,not found,not found
1900,['trapezoid'],,,,0,not found,not found,not found
1901,['rectangle'],,,,0,not found,not found,not found
1902,['trapezoid'],,,,0,not found,not found,not found
1903,['Human'],,,,0,not found,not found,not found
1904,['rectangle'],,,,0,not found,not found,not found
1905,['trapezoid'],,,,0,not found,not found,not found
1906,['rectangle'],,,,0,not found,not found,not found
1907,['trapezoid'],,,,0,not found,not found,not found
1908,['Human'],,,,0,not found,not found,not found
1909,['rectangle'],,,,0,not found,not found,not found
1910,['trapezoid'],,,,0,not found,not found,not found
1911,['rectangle'],,,,0,not found,not found,not found
1912,['trapezoid'],,,,0,not found,not found,not found
1913,['Human'],,,,0,not found,not found,not found
1914,['rectangle'],,,,0,not found,not found,not found
1915,['trapezoid'],,,,0,not found,not found,not found
1916,['rectangle'],,,,0,not found,not found,not found
1917,['trapezoid'],,,,0,not found,not found,not found
1918,['Human'],,,,0,not found,not found,not found
1919,['rectangle'],,,,0,not found,not found,not found
1920,['trapezoid'],,,,0,not found,not found,not found
1921,['rectangle'],,,,0,not found,not found,not found
1922,['trapezoid'],,,,0,not found,not found,not found
1923,['Human'],,,,0,not found,not found,not found
1924,['rectangle'],,,,0,not found,not found,not found
1925,['trapezoid'],,,,0,not found,not found,not found
1926,['rectangle'],,,,0,not found,not found,not found
1927,['trapezoid'],,,,0,not found,not found,not found
1928,['Human'],,,,0,not found,not found,not found
1929,['rectangle'],,,,0,not found,not found,not found
1930,['trapezoid'],,,,0,not found,not found,not found
1931,['rectangle'],,,,0,not found,not found,not found
1932,['trapezoid'],,,,0,not found,not found,not found
1933,['Human'],,,,0,not found,not found,not found
1934,['rectangle'],,,,0,not found,not found,not found
1935,['trapezoid'],,,,0,not found,not found,not found
1936,['rectangle'],,,,0,not found,not found,not found
1937,['trapezoid'],,,,0,not found,not found,not found
1938,['Human'],,,,0,not found,not found,not found
1939,['rectangle'],,,,0,not found,not found,not found
1940,['trapezoid'],,,,0,not found,not found,not found
1941,['rectangle'],,,,0,not found,not found,not found
1942,['trapezoid'],,,,0,not found,not found,not found
1943,['Human'],,,,0,not found,not found,not found
1944,['rectangle'],,,,0,not found,not found,not found
1945,['trapezoid'],,,,0,not found,not found,not found
1946,['rectangle'],,,,0,not found,not found,not found
1947,['trapezoid'],,,,0,not found,not found,not found
1948,['Human'],,,,0,not found,not found,not found
1949,['rectangle'],,,,0,not found,not found,not found
1950,['trapezoid'],,,,0,not found,not found,not found
1951,['rectangle'],,,,0,not found,not found,not found
1952,['trapezoid'],,,,0,not found,not found,not found
1953,['Human'],,,,0,not found,not found,not found
1954,['rectangle'],,,,0,not found,not found,not found
1955,['trapezoid'],,,,0,not found,not found,not found
1956,['rectangle'],,,,0,not found,not found,not found
1957,['trapezoid'],,,,0,not found,not found,not found
1958,['Human'],,,,0,not found,not found,not found
1959,['rectangle'],,,,0,not found,not found,not found
1960,['trapezoid'],,,,0,not found,not found,not found
1961,['rectangle'],,,,0,not found,not found,not found
1962,['trapezoid'],,,,0,not found,not found,not found
1963,['Human'],,,,0,not found,not found,not found
1964,['rectangle'],,,,0,not found,not found,not found
1965,['trapezoid'],,,,0,not found,not found,not found
1966,['rectangle'],,,,0,not found,not found,not found
1967,['trapezoid'],,,,0,not found,not found,not found
1968,['Human'],,,,0,not found,not found,not found
1969,['rectangle'],,,,0,not found,not found,not found
1970,['trapezoid'],,,,0,not found,not found,not found
1971,['rectangle'],,,,0,not found,not found,not found
1972,['trapezoid'],,,,0,not found,not found,not found
1973,['Human'],,,,0,not found,not found,not found
1974,['rectangle'],,,,0,not found,not found,not found
1975,['trapezoid'],,,,0,not found,not found,not found
1976,['rectangle'],,,,0,not found,not found,not found
1977,['trapezoid'],,,,0,not found,not found,not found
1978,['Human'],,,,0,not found,not found,not found
1979,['rectangle'],,,,0,not found,not found,not found
1980,['trapezoid'],,,,0,not found,not found,not found
1981,['rectangle'],,,,0,not found,not found,not found
1982,['trapezoid'],,,,0,not found,not found,not found
1983,['Human'],,,,0,not found,not found,not found
1984,['rectangle'],,,,0,not found,not found,not found
1985,['trapezoid'],,,,0,not found,not found,not found
1986,['rectangle'],,,,0,not found,not found,not found
1987,['trapezoid'],,,,0,not found,not found,not found
1988,['Human'],,,,0,not found,not found,not found
1989,['rectangle'],,,,0,not found,not found,not found
1990,['trapezoid'],,,,0,not found,not found,not found
1991,['rectangle'],,,,0,not found,not found,not found
1992,['trapezoid'],,,,0,not found,not found,not found
1993,['Human'],,,,0,not found,not found,not found
1994,['rectangle'],,,,0,not found,not found,not found
1995,['trapezoid'],,,,0,not found,not found,not found
1996,['rectangle'],,,,0,not found,not found,not found
1997,['trapezoid'],,,,0,not found,not found,not found
1998,['Human'],,,,0,not found,not found,not found
1999,['rectangle'],,,,0,not found,not found,not found
2000,['trapezoid'],,,,0,not found,not found,not found
2001,['rectangle'],,,,0,not found,not found,not found
2002,['trapezoid'],,,,0,not found,not found,not found
2003,['Human'],,,,0,not found,not found,not found
2004,['rectangle'],,,,0,not found,not found,not found
2005,['trapezoid'],,,,0,not found,not found,not found
2006,['rectangle'],,,,0,not found,not found,not found
2007,['trapezoid'],,,,0,not found,not found,not found
2008,['Human'],,,,0,not found,not found,not found
2009,['rectangle'],,,,0,not found,not found,not found
2010,['trapezoid'],,,,0,not found,not found,not found
2011,['rectangle'],,,,0,not found,not found,not found
2012,['trapezoid'],,,,0,not found,not found,not found
2013,['Human'],,,,0,not found,not found,not found
2014,['rectangle'],,,,0,not found,not found,not found
2015,['trapezoid'],,,,0,not found,not found,not found
2016,['rectangle'],,,,0,not found,not found,not found
2017,['trapezoid'],,,,0,not found,not found,not found
2018,['Human'],,,,0,not found,not found,not found
2019,['rectangle'],,,,0,not found,not found,not found
2020,['trapezoid'],,,,0,not found,not found,not found
2021,['rectangle'],,,,0,not found,not found,not found
2022,['trapezoid'],,,,0,not found,not found,not found
2023,['Human'],,,,0,not found,not found,not found
2024,['rectangle'],,,,0,not found,not found,not found
2025,['trapezoid'],,,,0,not found,not found,not found
2026,['rectangle'],,,,0,not found,not found,not found
2027,['trapezoid'],,,,0,not found,not found,not found
2028,['Human'],,,,0,not found,not found,not found
2029,['rectangle'],,,,0,not found,not found,not found
2030,['trapezoid'],,,,0,not found,not found,not found
2031,['rectangle'],,,,0,not found,not found,not found
2032,['trapezoid'],,,,0,not found,not found,not found
2033,['Human'],,,,0,not found,not found,not found
2034,['rectangle'],,,,0,not found,not found,not found
2035,['trapezoid'],,,,0,not found,not found,not found
2036,['rectangle'],,,,0,not found,not found,not found
2037,['trapezoid'],,,,0,not found,not found,not found
2038,['Human'],,,,0,not found,not found,not found
2039,['rectangle'],,,,0,not found,not found,not found
2040,['trapezoid'],,,,0,not found,not found,not found
2041,['rectangle'],,,,0,not found,not found,not found
2042,['trapezoid'],,,,0,not found,not found,not found
2043,['Human'],,,,0,not found,not found,not found
2044,['rectangle'],,,,0,not found,not found,not found
2045,['trapezoid'],,,,0,not found,not found,not found
2046,['rectangle'],,,,0,not found,not found,not found
2047,['trapezoid'],,,,0,not found,not found,not found
2048,['Human'],,,,0,not found,not found,not found
2049,['rectangle'],,,,0,not found,not found,not found
2050,['trapezoid'],,,,0,not found,not found,not found
2051,['rectangle'],,,,0,not found,not found,not found
2052,['trapezoid'],,,,0,not found,not found,not found
2053,['Human'],,,,0,not found,not found,not found
2054,['rectangle'],,,,0,not found,not found,not found
2055,['trapezoid'],,,,0,not found,not found,not found
2056,['rectangle'],,,,0,not found,not found,not found
2057,['trapezoid'],,,,0,not found,not found,not found
2058,['Human'],,,,0,not found,not found,not found
2059,['rectangle'],,,,0,not found,not found,not found
2060,['trapezoid'],,,,0,not found,not found,not found
2061,['rectangle'],,,,0,not found,not found,not found
2062,['trapezoid'],,,,0,not found,not found,not found
2063,['Human'],,,,0,not found,not found,not found
2064,['rectangle'],,,,0,not found,not found,not found
2065,['trapezoid'],,,,0,not found,not found,not found
2066,['rectangle'],,,,0,not found,not found,not found
2067,['trapezoid'],,,,0,not found,not found,not found
2068,['Human'],,,,0,not found,not found,not found
2069,['rectangle'],,,,0,not found,not found,not found
2070,['trapezoid'],,,,0,not found,not found,not found
2071,['rectangle'],,,,0,not found,not found,not found
2072,['trapezoid'],,,,0,not found,not found,not found
2073,['Human'],,,,0,not found,not found,not found
2074,['rectangle'],,,,0,not found,not found,not found
2075,['trapezoid'],,,,0,not found,not found,not found
2076,['rectangle'],,,,0,not found,not found,not found
2077,['trapezoid'],,,,0,not found,not found,not found
2078,['Human'],,,,0,not found,not found,not found
2079,['rectangle'],,,,0,not found,not found,not found
2080,['trapezoid'],,,,0,not found,not found,not found
2081,['rectangle'],,,,0,not found,not found,not found
2082,['trapezoid'],,,,0,not found,not found,not found
2083,['Human'],,,,0,not found,not found,not found
2084,['rectangle'],,,,0,not found,not found,not found
2085,['trapezoid'],,,,0,not found,not found,not found
2086,['rectangle'],,,,0,not found,not found,not found
2087,['trapezoid'],,,,0,not found,not found,not found
2088,['Human'],,,,0,not found,not found,not found
2089,['rectangle'],,,,0,not found,not found,not found
2090,['trapezoid'],,,,0,not found,not found,not found
2091,['rectangle'],,,,0,not found,not found,not found
2092,['trapezoid'],,,,0,not found,not found,not found
2093,['Human'],,,,0,not found,not found,not found
2094,['rectangle'],,,,0,not found,not found,not found
2095,['trapezoid'],,,,0,not found,not found,not found
2096,['rectangle'],,,,0,not found,not found,not found
2097,['trapezoid'],,,,0,not found,not found,not found
2098,['Human'],,,,0,not found,not found,not found
2099,['rectangle'],,,,0,not found,not found,not found
2100,['trapezoid'],,,,0,not found,not found,not found
2101,['rectangle'],,,,0,not found,not found,not found
2102,['trapezoid'],,,,0,not found,not found,not found
2103,['Human'],,,,0,not found,not found,not found
2104,['rectangle'],,,,0,not found,not found,not found
2105,['trapezoid'],,,,0,not found,not found,not found
2106,['rectangle'],,,,0,not found,not found,not found
2107,['trapezoid'],,,,0,not found,not found,not found
2108,['Human'],,,,0,not found,not found,not found
2109,['rectangle'],,,,0,not found,not found,not found
2110,['trapezoid'],,,,0,not found,not found,not found
2111,['rectangle'],,,,0,not found,not found,not found
2112,['trapezoid'],,,,0,not found,not found,not found
2113,['Human'],,,,0,not found,not found,not found
2114,['rectangle'],,,,0,not found,not found,not found
2115,['trapezoid'],,,,0,not found,not found,not found
2116,['rectangle'],,,,0,not found,not found,not found
2117,['trapezoid'],,,,0,not found,not found,not found
2118,['Human'],,,,0,not found,not found,not found
2119,['rectangle'],,,,0,not found,not found,not found
2120,['trapezoid'],,,,0,not found,not found,not found
2121,['rectangle'],,,,0,not found,not found,not found
2122,['trapezoid'],,,,0,not found,not found,not found
2123,['Human'],,,,0,not found,not found,not found
2124,['rectangle'],,,,0,not found,not found,not found
2125,['trapezoid'],,,,0,not found,not found,not found
2126,['rectangle'],,,,0,not found,not found,not found
2127,['trapezoid'],,,,0,not found,not found,not found
2128,['Human'],,,,0,not found,not found,not found
2129,['rectangle'],,,,0,not found,not found,not found
2130,['trapezoid'],,,,0,not found,not found,not found
2131,['rectangle'],,,,0,not found,not found,not found
2132,['trapezoid'],,,,0,not found,not found,not found
2133,['Human'],,,,0,not found,not found,not found
2134,['rectangle'],,,,0,not found,not found,not found
2135,['trapezoid'],,,,0,not found,not found,not found
2136,['rectangle'],,,,0,not found,not found,not found
2137,['trapezoid'],,,,0,not found,not found,not found
2138,['Human'],,,,0,not found,not found,not found
2139,['rectangle'],,,,0,not found,not found,not found
2140,['trapezoid'],,,,0,not found,not found,not found
2141,['rectangle'],,,,0,not found,not found,not found
2142,['trapezoid'],,,,0,not found,not found,not found
2143,['Human'],,,,0,not found,not found,not found
2144,['rectangle'],,,,0,not found,not found,not found
2145,['trapezoid'],,,,0,not found,not found,not found
2146,['rectangle'],,,,0,not found,not found,not found
2147,['trapezoid'],,,,0,not found,not found,not found
2148,['Human'],,,,0,not found,not found,not found
2149,['rectangle'],,,,0,not found,not found,not found
2150,['trapezoid'],,,,0,not found,not found,not found
2151,['rectangle'],,,,0,not found,not found,not found
2152,['trapezoid'],,,,0,not found,not found,not found
2153,['Human'],,,,0,not found,not found,not found
2154,['rectangle'],,,,0,not found,not found,not found
2155,['trapezoid'],,,,0,not found,not found,not found
2156,['rectangle'],,,,0,not found,not found,not found
2157,['trapezoid'],,,,0,not found,not found,not found
2158,['Human'],,,,0,not found,not found,not found
2159,['rectangle'],,,,0,not found,not found,not found
2160,['trapezoid'],,,,0,not found,not found,not found
2161,['rectangle'],,,,0,not found,not found,not found
2162,['trapezoid'],,,,0,not found,not found,not found
2163,['Human'],,,,0,not found,not found,not found
2164,['rectangle'],,,,0,not found,not found,not found
2165,['trapezoid'],,,,0,not found,not found,not found
2166,['rectangle'],,,,0,not found,not found,not found
2167,['trapezoid'],,,,0,not found,not found,not found
2168,['Human'],,,,0,not found,not found,not found
2169,['rectangle'],,,,0,not found,not found,not found
2170,['trapezoid'],,,,0,not found,not found,not found
2171,['rectangle'],,,,0,not found,not found,not found
2172,['trapezoid'],,,,0,not found,not found,not found
2173,['Human'],,,,0,not found,not found,not found
2174,['rectangle'],,,,0,not found,not found,not found
2175,['trapezoid'],,,,0,not found,not found,not found
2176,['rectangle'],,,,0,not found,not found,not found
2177,['trapezoid'],,,,0,not found,not found,not found
2178,['Human'],,,,0,not found,not found,not found
2179,['rectangle'],,,,0,not found,not found,not found
2180,['trapezoid'],,,,0,not found,not found,not found
2181,['rectangle'],,,,0,not found,not found,not found
2182,['trapezoid'],,,,0,not found,not found,not found
2183,['Human'],,,,0,not found,not found,not found
2184,['rectangle'],,,,0,not found,not found,not found
2185,['trapezoid'],,,,0,not found,not found,not found
2186,['rectangle'],,,,0,not found,not found,not found
2187,['trapezoid'],,,,0,not found,not found,not found
2188,['Human'],,,,0,not found,not found,not found
2189,['rectangle'],,,,0,not found,not found,not found
2190,['trapezoid'],,,,0,not found,not found,not found
2191,['rectangle'],,,,0,not found,not found,not found
2192,['trapezoid'],,,,0,not found,not found,not found
2193,['Human'],,,,0,not found,not found,not found
2194,['rectangle'],,,,0,not found,not found,not found
2195,['trapezoid'],,,,0,not found,not found,not found
2196,['rectangle'],,,,0,not found,not found,not found
2197,['trapezoid'],,,,0,not found,not found,not found
2198,['Human'],,,,0,not found,not found,not found
2199,['rectangle'],,,,0,not found,not found,not found
2200,['trapezoid'],,,,0,not found,not found,not found
2201,['rectangle'],,,,0,not found,not found,not found
2202,['trapezoid'],,,,0,not found,not found,not found
2203,['Human'],,,,0,not found,not found,not found
2204,['rectangle'],,,,0,not found,not found,not found
2205,['trapezoid'],,,,0,not found,not found,not found
2206,['rectangle'],,,,0,not found,not found,not found
2207,['trapezoid'],,,,0,not found,not found,not found
2208,['Human'],,,,0,not found,not found,not found
2209,['rectangle'],,,,0,not found,not found,not found
2210,['trapezoid'],,,,0,not found,not found,not found
2211,['rectangle'],,,,0,not found,not found,not found
2212,['trapezoid'],,,,0,not found,not found,not found
2213,['Human'],,,,0,not found,not found,not found
2214,['rectangle'],,,,0,not found,not found,not found
2215,['trapezoid'],,,,0,not found,not found,not found
2216,['rectangle'],,,,0,not found,not found,not found
2217,['trapezoid'],,,,0,not found,not found,not found
2218,['Human'],,,,0,not found,not found,not found
2219,['rectangle'],,,,0,not found,not found,not found
2220,['trapezoid'],,,,0,not found,not found,not found
2221,['rectangle'],,,,0,not found,not found,not found
2222,['trapezoid'],,,,0,not found,not found,not found
2223,['Human'],,,,0,not found,not found,not found
2224,['rectangle'],,,,0,not found,not found,not found
2225,['trapezoid'],,,,0,not found,not found,not found
2226,['rectangle'],,,,0,not found,not found,not found
2227,['trapezoid'],,,,0,not found,not found,not found
2228,['Human'],,,,0,not found,not found,not found
2229,['rectangle'],,,,0,not found,not found,not found
2230,['trapezoid'],,,,0,not found,not found,not found
2231,['rectangle'],,,,0,not found,not found,not found
2232,['trapezoid'],,,,0,not found,not found,not found
2233,['Human'],,,,0,not found,not found,not found
2234,['rectangle'],,,,0,not found,not found,not found
2235,['trapezoid'],,,,0,not found,not found,not found
2236,['rectangle'],,,,0,not found,not found,not found
2237,['trapezoid'],,,,0,not found,not found,not found
2238,['Human'],,,,0,not found,not found,not found
2239,['rectangle'],,,,0,not found,not found,not found
2240,['trapezoid'],,,,0,not found,not found,not found
2241,['rectangle'],,,,0,not found,not found,not found
2242,['trapezoid'],,,,0,not found,not found,not found
2243,['Human'],,,,0,not found,not found,not found
2244,['rectangle'],,,,0,not found,not found,not found
2245,['trapezoid'],,,,0,not found,not found,not found
2246,['rectangle'],,,,0,not found,not found,not found
2247,['trapezoid'],,,,0,not found,not found,not found
2248,['Human'],,,,0,not found,not found,not found
2249,['rectangle'],,,,0,not found,not found,not found
2250,['trapezoid'],,,,0,not found,not found,not found
2251,['rectangle'],,,,0,not found,not found,not found
2252,['trapezoid'],,,,0,not found,not found,not found
2253,['Human'],,,,0,not found,not found,not found
2254,['rectangle'],,,,0,not found,not found,not found
2255,['trapezoid'],,,,0,not found,not found,not found
2256,['rectangle'],,,,0,not found,not found,not found
2257,['trapezoid'],,,,0,not found,not found,not found
2258,['Human'],,,,0,not found,not found,not found
2259,['rectangle'],,,,0,not found,not found,not found
2260,['trapezoid'],,,,0,not found,not found,not found
2261,['rectangle'],,,,0,not found,not found,not found
2262,['trapezoid'],,,,0,not found,not found,not found
2263,['Human'],,,,0,not found,not found,not found
2264,['rectangle'],,,,0,not found,not found,not found
2265,['trapezoid'],,,,0,not found,not found,not found
2266,['rectangle'],,,,0,not found,not found,not found
2267,['trapezoid'],,,,0,not found,not found,not found
2268,['Human'],,,,0,not found,not found,not found
2269,['rectangle'],,,,0,not found,not found,not found
2270,['trapezoid'],,,,0,not found,not found,not found
2271,['rectangle'],,,,0,not found,not found,not found
2272,['trapezoid'],,,,0,not found,not found,not found
2273,['Human'],,,,0,not found,not found,not found
2274,['rectangle'],,,,0,not found,not found,not found
2275,['trapezoid'],,,,0,not found,not found,not found
2276,['rectangle'],,,,0,not found,not found,not found
2277,['trapezoid'],,,,0,not found,not found,not found
2278,['Human'],,,,0,not found,not found,not found
2279,['rectangle'],,,,0,not found,not found,not found
2280,['trapezoid'],,,,0,not found,not found,not found
2281,['rectangle'],,,,0,not found,not found,not found
2282,['trapezoid'],,,,0,not found,not found,not found
2283,['Human'],,,,0,not found,not found,not found
2284,['rectangle'],,,,0,not found,not found,not found
2285,['trapezoid'],,,,0,not found,not found,not found
2286,['rectangle'],,,,0,not found,not found,not found
2287,['trapezoid'],,,,0,not found,not found,not found
2288,['Human'],,,,0,not found,not found,not found
2289,['rectangle'],,,,0,not found,not found,not found
2290,['trapezoid'],,,,0,not found,not found,not found
2291,['rectangle'],,,,0,not found,not found,not found
2292,['trapezoid'],,,,0,not found,not found,not found
2293,['Human'],,,,0,not found,not found,not found
2294,['rectangle'],,,,0,not found,not found,not found
2295,['trapezoid'],,,,0,not found,not found,not found
2296,['rectangle'],,,,0,not found,not found,not found
2297,['trapezoid'],,,,0,not found,not found,not found
2298,['Human'],,,,0,not found,not found,not found
2299,['rectangle'],,,,0,not found,not found,not found
2300,['trapezoid'],,,,0,not found,not found,not found
2301,['rectangle'],,,,0,not found,not found,not found
2302,['trapezoid'],,,,0,not found,not found,not found
2303,['Human'],,,,0,not found,not found,not found
2304,['rectangle'],,,,0,not found,not found,not found
2305,['trapezoid'],,,,0,not found,not found,not found
2306,['rectangle'],,,,0,not found,not found,not found
2307,['trapezoid'],,,,0,not found,not found,not found
2308,['Human'],,,,0,not found,not found,not found
2309,['rectangle'],,,,0,not found,not found,not found
2310,['trapezoid'],,,,0,not found,not found,not found
2311,['rectangle'],,,,0,not found,not found,not found
2312,['trapezoid'],,,,0,not found,not found,not found
2313,['Human'],,,,0,not found,not found,not found
2314,['rectangle'],,,,0,not found,not found,not found
2315,['trapezoid'],,,,0,not found,not found,not found
2316,['rectangle'],,,,0,not found,not found,not found
2317,['trapezoid'],,,,0,not found,not found,not found
2318,['Human'],,,,0,not found,not found,not found
2319,['rectangle'],,,,0,not found,not found,not found
2320,['trapezoid'],,,,0,not found,not found,not found
2321,['rectangle'],,,,0,not found,not found,not found
2322,['trapezoid'],,,,0,not found,not found,not found
2323,['Human'],,,,0,not found,not found,not found
2324,['rectangle'],,,,0,not found,not found,not found
2325,['trapezoid'],,,,0,not found,not found,not found
2326,['rectangle'],,,,0,not found,not found,not found
2327,['trapezoid'],,,,0,not found,not found,not found
2328,['Human'],,,,0,not found,not found,not found
2329,['rectangle'],,,,0,not found,not found,not found
2330,['trapezoid'],,,,0,not found,not found,not found
2331,['rectangle'],,,,0,not found,not found,not found
2332,['trapezoid'],,,,0,not found,not found,not found
2333,['Human'],,,,0,not found,not found,not found
2334,['rectangle'],,,,0,not found,not found,not found
2335,['trapezoid'],,,,0,not found,not found,not found
2336,['rectangle'],,,,0,not found,not found,not found
2337,['trapezoid'],,,,0,not found,not found,not found
2338,['Human'],,,,0,not found,not found,not found
2339,['rectangle'],,,,0,not found,not found,not found
2340,['trapezoid'],,,,0,not found,not found,not found
2341,['rectangle'],,,,0,not found,not found,not found
2342,['trapezoid'],,,,0,not found,not found,not found
2343,['Human'],,,,0,not found,not found,not found
2344,['rectangle'],,,,0,not found,not found,not found
2345,['trapezoid'],,,,0,not found,not found,not found
2346,['rectangle'],,,,0,not found,not found,not found
2347,['trapezoid'],,,,0,not found,not found,not found
2348,['Human'],,,,0,not found,not found,not found
2349,['rectangle'],,,,0,not found,not found,not found
2350,['trapezoid'],,,,0,not found,not found,not found
2351,['rectangle'],,,,0,not found,not found,not found
2352,['trapezoid'],,,,0,not found,not found,not found
2353,['Human'],,,,0,not found,not found,not found
2354,['rectangle'],,,,0,not found,not found,not found
2355,['trapezoid'],,,,0,not found,not found,not found
2356,['rectangle'],,,,0,not found,not found,not found
2357,['trapezoid'],,,,0,not found,not found,not found
2358,['Human'],,,,0,not found,not found,not found
2359,['rectangle'],,,,0,not found,not found,not found
2360,['trapezoid'],,,,0,not found,not found,not found
2361,['rectangle'],,,,0,not found,not found,not found
2362,['trapezoid'],,,,0,not found,not found,not found
2363,['Human'],,,,0,not found,not found,not found
2364,['rectangle'],,,,0,not found,not found,not found
2365,['trapezoid'],,,,0,not found,not found,not found
2366,['rectangle'],,,,0,not found,not found,not found
2367,['trapezoid'],,,,0,not found,not found,not found
2368,['Human'],,,,0,not found,not found,not found
2369,['rectangle'],,,,0,not found,not found,not found
2370,['trapezoid'],,,,0,not found,not found,not found
2371,['rectangle'],,,,0,not found,not found,not found
2372,['trapezoid'],,,,0,not found,not found,not found
2373,['Human'],,,,0,not found,not found,not found
2374,['rectangle'],,,,0,not found,not found,not found
2375,['trapezoid'],,,,0,not found,not found,not found
2376,['rectangle'],,,,0,not found,not found,not found
2377,['trapezoid'],,,,0,not found,not found,not found
2378,['Human'],,,,0,not found,not found,not found
2379,['rectangle'],,,,0,not found,not found,not found
2380,['trapezoid'],,,,0,not found,not found,not found
2381,['rectangle'],,,,0,not found,not found,not found
2382,['trapezoid'],,,,0,not found,not found,not found
2383,['Human'],,,,0,not found,not found,not found
2384,['rectangle'],,,,0,not found,not found,not found
2385,['trapezoid'],,,,0,not found,not found,not found
2386,['rectangle'],,,,0,not found,not found,not found
2387,['trapezoid'],,,,0,not found,not found,not found
2388,['Human'],,,,0,not found,not found,not found
2389,['rectangle'],,,,0,not found,not found,not found
2390,['trapezoid'],,,,0,not found,not found,not found
2391,['rectangle'],,,,0,not found,not found,not found
2392,['trapezoid'],,,,0,not found,not found,not found
2393,['Human'],,,,0,not found,not found,not found
2394,['rectangle'],,,,0,not found,not found,not found
2395,['trapezoid'],,,,0,not found,not found,not found
2396,['rectangle'],,,,0,not found,not found,not found
2397,['trapezoid'],,,,0,not found,not found,not found
2398,['Human'],,,,0,not found,not found,not found
2399,['rectangle'],,,,0,not found,not found,not found
2400,['trapezoid'],,,,0,not found,not found,not found
2401,['rectangle'],,,,0,not found,not found,not found
2402,['trapezoid'],,,,0,not found,not found,not found
2403,['Human'],,,,0,not found,not found,not found
2404,['rectangle'],,,,0,not found,not found,not found
2405,['trapezoid'],,,,0,not found,not found,not found
2406,['rectangle'],,,,0,not found,not found,not found
2407,['trapezoid'],,,,0,not found,not found,not found
2408,['Human'],,,,0,not found,not found,not found
2409,['rectangle'],,,,0,not found,not found,not found
2410,['trapezoid'],,,,0,not found,not found,not found
2411,['rectangle'],,,,0,not found,not found,not found
2412,['trapezoid'],,,,0,not found,not found,not found
2413,['Human'],,,,0,not found,not found,not found
2414,['rectangle'],,,,0,not found,not found,not found
2415,['trapezoid'],,,,0,not found,not found,not found
2416,['rectangle'],,,,0,not found,not found,not found
2417,['trapezoid'],,,,0,not found,not found,not found
2418,['Human'],,,,0,not found,not found,not found
2419,['rectangle'],,,,0,not found,not found,not found
2420,['trapezoid'],,,,0,not found,not found,not found
2421,['rectangle'],,,,0,not found,not found,not found
2422,['trapezoid'],,,,0,not found,not found,not found
2423,['Human'],,,,0,not found,not found,not found
2424,['rectangle'],,,,0,not found,not found,not found
2425,['trapezoid'],,,,0,not found,not found,not found
2426,['rectangle'],,,,0,not found,not found,not found
2427,['trapezoid'],,,,0,not found,not found,not found
2428,['Human'],,,,0,not found,not found,not found
2429,['rectangle'],,,,0,not found,not found,not found
2430,['trapezoid'],,,,0,not found,not found,not found
2431,['rectangle'],,,,0,not found,not found,not found
2432,['trapezoid'],,,,0,not found,not found,not found
2433,['Human'],,,,0,not found,not found,not found
2434,['rectangle'],,,,0,not found,not found,not found
2435,['trapezoid'],,,,0,not found,not found,not found
2436,['rectangle'],,,,0,not found,not found,not found
2437,['trapezoid'],,,,0,not found,not found,not found
2438,['Human'],,,,0,not found,not found,not found
2439,['rectangle'],,,,0,not found,not found,not found
2440,['trapezoid'],,,,0,not found,not found,not found
2441,['rectangle'],,,,0,not found,not found,not found
2442,['trapezoid'],,,,0,not found,not found,not found
2443,['Human'],,,,0,not found,not found,not found
2444,['rectangle'],,,,0,not found,not found,not found
2445,['trapezoid'],,,,0,not found,not found,not found
2446,['rectangle'],,,,0,not found,not found,not found
2447,['trapezoid'],,,,0,not found,not found,not found
2448,['Human'],,,,0,not found,not found,not found
2449,['rectangle'],,,,0,not found,not found,not found
2450,['trapezoid'],,,,0,not found,not found,not found
2451,['rectangle'],,,,0,not found,not found,not found
2452,['trapezoid'],,,,0,not found,not found,not found
2453,['Human'],,,,0,not found,not found,not found
2454,['rectangle'],,,,0,not found,not found,not found
2455,['trapezoid'],,,,0,not found,not found,not found
2456,['rectangle'],,,,0,not found,not found,not found
2457,['trapezoid'],,,,0,not found,not found,not found
2458,['Human'],,,,0,not found,not found,not found
2459,['rectangle'],,,,0,not found,not found,not found
