,Class,probability,long,lat,Distance,character,color_shape,color_char
946,['rectangle'],,,,0,not found,not found,not found
947,['trapezoid'],,,,0,not found,not found,not found
948,['Human'],,,,0,not found,not found,not found
949,['rectangle'],,,,0,not found,not found,not found
950,['trapezoid'],,,,0,not found,not found,not found
951,['rectangle'],,,,0,not found,not found,not found
952,['trapezoid'],,,,0,not found,not found,not found
953,['Human'],,,,0,not found,not found,not found
954,['rectangle'],,,,0,not found,not found,not found
955,['trapezoid'],,,,0,not found,not found,not found
956,['rectangle'],,,,0,not found,not found,not found
957,['trapezoid'],,,,0,not found,not found,not found
958,['Human'],,,,0,not found,not found,not found
959,['rectangle'],,,,0,not found,not found,not found
960,['trapezoid'],,,,0,not found,not found,not found
961,['rectangle'],,,,0,not found,not found,not found
962,['trapezoid'],,,,0,not found,not found,not found
963,['Human'],,,,0,not found,not found,not found
964,['rectangle'],,,,0,not found,not found,not found
965,['trapezoid'],,,,0,not found,not found,not found
966,['rectangle'],,,,0,not found,not found,not found
967,['trapezoid'],,,,0,not found,not found,not found
968,['Human'],,,,0,not found,not found,not found
969,['rectangle'],,,,0,not found,not found,not found
970,['trapezoid'],,,,0,not found,not found,not found
971,['rectangle'],,,,0,not found,not found,not found
972,['trapezoid'],,,,0,not found,not found,not found
973,['Human'],,,,0,not found,not found,not found
974,['rectangle'],,,,0,not found,not found,not found
975,['trapezoid'],,,,0,not found,not found,not found
976,['rectangle'],,,,0,not found,not found,not found
977,['trapezoid'],,,,0,not found,not found,not found
978,['Human'],,,,0,not found,not found,not found
979,['rectangle'],,,,0,not found,not found,not found
980,['trapezoid'],,,,0,not found,not found,not found
981,['rectangle'],,,,0,not found,not found,not found
982,['trapezoid'],,,,0,not found,not found,not found
983,['Human'],,,,0,not found,not found,not found
984,['rectangle'],,,,0,not found,not found,not found
985,['trapezoid'],,,,0,not found,not found,not found
986,['rectangle'],,,,0,not found,not found,not found
987,['trapezoid'],,,,0,not found,not found,not found
988,['Human'],,,,0,not found,not found,not found
989,['rectangle'],,,,0,not found,not found,not found
990,['trapezoid'],,,,0,not found,not found,not found
991,['rectangle'],,,,0,not found,not found,not found
992,['trapezoid'],,,,0,not found,not found,not found
993,['Human'],,,,0,not found,not found,not found
994,['rectangle'],,,,0,not found,not found,not found
995,['trapezoid'],,,,0,not found,not found,not found
996,['rectangle'],,,,0,not found,not found,not found
997,['trapezoid'],,,,0,not found,not found,not found
998,['Human'],,,,0,not found,not found,not found
999,['rectangle'],,,,0,not found,not found,not found
1000,['trapezoid'],,,,0,not found,not found,not found
1001,['rectangle'],,,,0,not found,not found,not found
1002,['trapezoid'],,,,0,not found,not found,not found
1003,['Human'],,,,0,not found,not found,not found
1004,['rectangle'],,,,0,not found,not found,not found
1005,['trapezoid'],,,,0,not found,not found,not found
1006,['rectangle'],,,,0,not found,not found,not found
1007,['trapezoid'],,,,0,not found,not found,not found
1008,['Human'],,,,0,not found,not found,not found
1009,['rectangle'],,,,0,not found,not found,not found
1010,['trapezoid'],,,,0,not found,not found,not found
1011,['rectangle'],,,,0,not found,not found,not found
1012,['trapezoid'],,,,0,not found,not found,not found
1013,['Human'],,,,0,not found,not found,not found
1014,['rectangle'],,,,0,not found,not found,not found
1015,['trapezoid'],,,,0,not found,not found,not found
1016,['rectangle'],,,,0,not found,not found,not found
1017,['trapezoid'],,,,0,not found,not found,not found
1018,['Human'],,,,0,not found,not found,not found
1019,['rectangle'],,,,0,not found,not found,not found
1020,['trapezoid'],,,,0,not found,not found,not found
1021,['rectangle'],,,,0,not found,not found,not found
1022,['trapezoid'],,,,0,not found,not found,not found
1023,['Human'],,,,0,not found,not found,not found
1024,['rectangle'],,,,0,not found,not found,not found
1025,['trapezoid'],,,,0,not found,not found,not found
1026,['rectangle'],,,,0,not found,not found,not found
1027,['trapezoid'],,,,0,not found,not found,not found
1028,['Human'],,,,0,not found,not found,not found
1029,['rectangle'],,,,0,not found,not found,not found
1030,['trapezoid'],,,,0,not found,not found,not found
1031,['rectangle'],,,,0,not found,not found,not found
1032,['trapezoid'],,,,0,not found,not found,not found
1033,['Human'],,,,0,not found,not found,not found
1034,['rectangle'],,,,0,not found,not found,not found
1035,['trapezoid'],,,,0,not found,not found,not found
1036,['rectangle'],,,,0,not found,not found,not found
1037,['trapezoid'],,,,0,not found,not found,not found
1038,['Human'],,,,0,not found,not found,not found
1039,['rectangle'],,,,0,not found,not found,not found
1040,['trapezoid'],,,,0,not found,not found,not found
1041,['rectangle'],,,,0,not found,not found,not found
1042,['trapezoid'],,,,0,not found,not found,not found
1043,['Human'],,,,0,not found,not found,not found
1044,['rectangle'],,,,0,not found,not found,not found
1045,['trapezoid'],,,,0,not found,not found,not found
1046,['rectangle'],,,,0,not found,not found,not found
1047,['trapezoid'],,,,0,not found,not found,not found
1048,['Human'],,,,0,not found,not found,not found
1049,['rectangle'],,,,0,not found,not found,not found
1050,['trapezoid'],,,,0,not found,not found,not found
1051,['rectangle'],,,,0,not found,not found,not found
1052,['trapezoid'],,,,0,not found,not found,not found
1053,['Human'],,,,0,not found,not found,not found
1054,['rectangle'],,,,0,not found,not found,not found
1055,['trapezoid'],,,,0,not found,not found,not found
1056,['rectangle'],,,,0,not found,not found,not found
1057,['trapezoid'],,,,0,not found,not found,not found
1058,['Human'],,,,0,not found,not found,not found
1059,['rectangle'],,,,0,not found,not found,not found
1060,['trapezoid'],,,,0,not found,not found,not found
1061,['rectangle'],,,,0,not found,not found,not found
1062,['trapezoid'],,,,0,not found,not found,not found
1063,['Human'],,,,0,not found,not found,not found
1064,['rectangle'],,,,0,not found,not found,not found
1065,['trapezoid'],,,,0,not found,not found,not found
1066,['rectangle'],,,,0,not found,not found,not found
1067,['trapezoid'],,,,0,not found,not found,not found
1068,['Human'],,,,0,not found,not found,not found
1069,['rectangle'],,,,0,not found,not found,not found
1070,['trapezoid'],,,,0,not found,not found,not found
1071,['rectangle'],,,,0,not found,not found,not found
1072,['trapezoid'],,,,0,not found,not found,not found
1073,['Human'],,,,0,not found,not found,not found
1074,['rectangle'],,,,0,not found,not found,not found
1075,['trapezoid'],,,,0,not found,not found,not found
1076,['rectangle'],,,,0,not found,not found,not found
1077,['trapezoid'],,,,0,not found,not found,not found
1078,['Human'],,,,0,not found,not found,not found
1079,['rectangle'],,,,0,not found,not found,not found
1080,['trapezoid'],,,,0,not found,not found,not found
1081,['rectangle'],,,,0,not found,not found,not found
1082,['trapezoid'],,,,0,not found,not found,not found
1083,['Human'],,,,0,not found,not found,not found
1084,['rectangle'],,,,0,not found,not found,not found
1085,['trapezoid'],,,,0,not found,not found,not found
1086,['rectangle'],,,,0,not found,not found,not found
1087,['trapezoid'],,,,0,not found,not found,not found
1088,['Human'],,,,0,not found,not found,not found
1089,['rectangle'],,,,0,not found,not found,not found
1090,['trapezoid'],,,,0,not found,not found,not found
1091,['rectangle'],,,,0,not found,not found,not found
1092,['trapezoid'],,,,0,not found,not found,not found
1093,['Human'],,,,0,not found,not found,not found
1094,['rectangle'],,,,0,not found,not found,not found
1095,['trapezoid'],,,,0,not found,not found,not found
1096,['rectangle'],,,,0,not found,not found,not found
1097,['trapezoid'],,,,0,not found,not found,not found
1098,['Human'],,,,0,not found,not found,not found
1099,['rectangle'],,,,0,not found,not found,not found
1100,['trapezoid'],,,,0,not found,not found,not found
1101,['rectangle'],,,,0,not found,not found,not found
1102,['trapezoid'],,,,0,not found,not found,not found
1103,['Human'],,,,0,not found,not found,not found
1104,['rectangle'],,,,0,not found,not found,not found
1105,['trapezoid'],,,,0,not found,not found,not found
1106,['rectangle'],,,,0,not found,not found,not found
1107,['trapezoid'],,,,0,not found,not found,not found
1108,['Human'],,,,0,not found,not found,not found
1109,['rectangle'],,,,0,not found,not found,not found
1110,['trapezoid'],,,,0,not found,not found,not found
1111,['rectangle'],,,,0,not found,not found,not found
1112,['trapezoid'],,,,0,not found,not found,not found
1113,['Human'],,,,0,not found,not found,not found
1114,['rectangle'],,,,0,not found,not found,not found
1115,['trapezoid'],,,,0,not found,not found,not found
1116,['rectangle'],,,,0,not found,not found,not found
1117,['trapezoid'],,,,0,not found,not found,not found
1118,['Human'],,,,0,not found,not found,not found
1119,['rectangle'],,,,0,not found,not found,not found
1120,['trapezoid'],,,,0,not found,not found,not found
1121,['rectangle'],,,,0,not found,not found,not found
1122,['trapezoid'],,,,0,not found,not found,not found
1123,['Human'],,,,0,not found,not found,not found
1124,['rectangle'],,,,0,not found,not found,not found
1125,['trapezoid'],,,,0,not found,not found,not found
1126,['rectangle'],,,,0,not found,not found,not found
1127,['trapezoid'],,,,0,not found,not found,not found
1128,['Human'],,,,0,not found,not found,not found
1129,['rectangle'],,,,0,not found,not found,not found
1130,['trapezoid'],,,,0,not found,not found,not found
1131,['rectangle'],,,,0,not found,not found,not found
1132,['trapezoid'],,,,0,not found,not found,not found
1133,['Human'],,,,0,not found,not found,not found
1134,['rectangle'],,,,0,not found,not found,not found
1135,['trapezoid'],,,,0,not found,not found,not found
1136,['rectangle'],,,,0,not found,not found,not found
1137,['trapezoid'],,,,0,not found,not found,not found
1138,['Human'],,,,0,not found,not found,not found
1139,['rectangle'],,,,0,not found,not found,not found
1140,['trapezoid'],,,,0,not found,not found,not found
1141,['rectangle'],,,,0,not found,not found,not found
1142,['trapezoid'],,,,0,not found,not found,not found
1143,['Human'],,,,0,not found,not found,not found
1144,['rectangle'],,,,0,not found,not found,not found
1145,['trapezoid'],,,,0,not found,not found,not found
1146,['rectangle'],,,,0,not found,not found,not found
1147,['trapezoid'],,,,0,not found,not found,not found
1148,['Human'],,,,0,not found,not found,not found
1149,['rectangle'],,,,0,not found,not found,not found
1150,['trapezoid'],,,,0,not found,not found,not found
1151,['rectangle'],,,,0,not found,not found,not found
1152,['trapezoid'],,,,0,not found,not found,not found
1153,['Human'],,,,0,not found,not found,not found
1154,['rectangle'],,,,0,not found,not found,not found
1155,['trapezoid'],,,,0,not found,not found,not found
1156,['rectangle'],,,,0,not found,not found,not found
1157,['trapezoid'],,,,0,not found,not found,not found
1158,['Human'],,,,0,not found,not found,not found
1159,['rectangle'],,,,0,not found,not found,not found
1160,['trapezoid'],,,,0,not found,not found,not found
1161,['rectangle'],,,,0,not found,not found,not found
1162,['trapezoid'],,,,0,not found,not found,not found
1163,['Human'],,,,0,not found,not found,not found
1164,['rectangle'],,,,0,not found,not found,not found
1165,['trapezoid'],,,,0,not found,not found,not found
1166,['rectangle'],,,,0,not found,not found,not found
1167,['trapezoid'],,,,0,not found,not found,not found
1168,['Human'],,,,0,not found,not found,not found
1169,['rectangle'],,,,0,not found,not found,not found
1170,['trapezoid'],,,,0,not found,not found,not found
1171,['rectangle'],,,,0,not found,not found,not found
1172,['trapezoid'],,,,0,not found,not found,not found
1173,['Human'],,,,0,not found,not found,not found
1174,['rectangle'],,,,0,not found,not found,not found
1175,['trapezoid'],,,,0,not found,not found,not found
1176,['rectangle'],,,,0,not found,not found,not found
1177,['trapezoid'],,,,0,not found,not found,not found
1178,['Human'],,,,0,not found,not found,not found
1179,['rectangle'],,,,0,not found,not found,not found
1180,['trapezoid'],,,,0,not found,not found,not found
1181,['rectangle'],,,,0,not found,not found,not found
1182,['trapezoid'],,,,0,not found,not found,not found
1183,['Human'],,,,0,not found,not found,not found
1184,['rectangle'],,,,0,not found,not found,not found
1185,['trapezoid'],,,,0,not found,not found,not found
1186,['rectangle'],,,,0,not found,not found,not found
1187,['trapezoid'],,,,0,not found,not found,not found
1188,['Human'],,,,0,not found,not found,not found
1189,['rectangle'],,,,0,not found,not found,not found
1190,['trapezoid'],,,,0,not found,not found,not found
1191,['rectangle'],,,,0,not found,not found,not found
1192,['trapezoid'],,,,0,not found,not found,not found
1193,['Human'],,,,0,not found,not found,not found
1194,['rectangle'],,,,0,not found,not found,not found
1195,['trapezoid'],,,,0,not found,not found,not found
1196,['rectangle'],,,,0,not found,not found,not found
1197,['trapezoid'],,,,0,not found,not found,not found
1198,['Human'],,,,0,not found,not found,not found
1199,['rectangle'],,,,0,not found,not found,not found
1200,['trapezoid'],,,,0,not found,not found,not found
1201,['rectangle'],,,,0,not found,not found,not found
1202,['trapezoid'],,,,0,not found,not found,not found
1203,['Human'],,,,0,not found,not found,not found
1204,['rectangle'],,,,0,not found,not found,not found
1205,['trapezoid'],,,,0,not found,not found,not found
1206,['rectangle'],,,,0,not found,not found,not found
1207,['trapezoid'],,,,0,not found,not found,not found
1208,['Human'],,,,0,not found,not found,not found
1209,['rectangle'],,,,0,not found,not found,not found
1210,['trapezoid'],,,,0,not found,not found,not found
1211,['rectangle'],,,,0,not found,not found,not found
1212,['trapezoid'],,,,0,not found,not found,not found
1213,['Human'],,,,0,not found,not found,not found
1214,['rectangle'],,,,0,not found,not found,not found
1215,['trapezoid'],,,,0,not found,not found,not found
1216,['rectangle'],,,,0,not found,not found,not found
1217,['trapezoid'],,,,0,not found,not found,not found
1218,['Human'],,,,0,not found,not found,not found
1219,['rectangle'],,,,0,not found,not found,not found
1220,['trapezoid'],,,,0,not found,not found,not found
1221,['rectangle'],,,,0,not found,not found,not found
1222,['trapezoid'],,,,0,not found,not found,not found
1223,['Human'],,,,0,not found,not found,not found
1224,['rectangle'],,,,0,not found,not found,not found
1225,['trapezoid'],,,,0,not found,not found,not found
1226,['rectangle'],,,,0,not found,not found,not found
1227,['trapezoid'],,,,0,not found,not found,not found
1228,['Human'],,,,0,not found,not found,not found
1229,['rectangle'],,,,0,not found,not found,not found
1230,['trapezoid'],,,,0,not found,not found,not found
1231,['rectangle'],,,,0,not found,not found,not found
1232,['trapezoid'],,,,0,not found,not found,not found
1233,['Human'],,,,0,not found,not found,not found
1234,['rectangle'],,,,0,not found,not found,not found
1235,['trapezoid'],,,,0,not found,not found,not found
1236,['rectangle'],,,,0,not found,not found,not found
1237,['trapezoid'],,,,0,not found,not found,not found
1238,['Human'],,,,0,not found,not found,not found
1239,['rectangle'],,,,0,not found,not found,not found
1240,['trapezoid'],,,,0,not found,not found,not found
1241,['rectangle'],,,,0,not found,not found,not found
1242,['trapezoid'],,,,0,not found,not found,not found
1243,['Human'],,,,0,not found,not found,not found
1244,['rectangle'],,,,0,not found,not found,not found
1245,['trapezoid'],,,,0,not found,not found,not found
1246,['rectangle'],,,,0,not found,not found,not found
1247,['trapezoid'],,,,0,not found,not found,not found
1248,['Human'],,,,0,not found,not found,not found
1249,['rectangle'],,,,0,not found,not found,not found
1250,['trapezoid'],,,,0,not found,not found,not found
1251,['rectangle'],,,,0,not found,not found,not found
1252,['trapezoid'],,,,0,not found,not found,not found
1253,['Human'],,,,0,not found,not found,not found
1254,['rectangle'],,,,0,not found,not found,not found
1255,['trapezoid'],,,,0,not found,not found,not found
1256,['rectangle'],,,,0,not found,not found,not found
1257,['trapezoid'],,,,0,not found,not found,not found
1258,['Human'],,,,0,not found,not found,not found
1259,['rectangle'],,,,0,not found,not found,not found
1260,['trapezoid'],,,,0,not found,not found,not found
1261,['rectangle'],,,,0,not found,not found,not found
1262,['trapezoid'],,,,0,not found,not found,not found
1263,['Human'],,,,0,not found,not found,not found
1264,['rectangle'],,,,0,not found,not found,not found
1265,['trapezoid'],,,,0,not found,not found,not found
1266,['rectangle'],,,,0,not found,not found,not found
1267,['trapezoid'],,,,0,not found,not found,not found
1268,['Human'],,,,0,not found,not found,not found
1269,['rectangle'],,,,0,not found,not found,not found
1270,['trapezoid'],,,,0,not found,not found,not found
1271,['rectangle'],,,,0,not found,not found,not found
1272,['trapezoid'],,,,0,not found,not found,not found
1273,['Human'],,,,0,not found,not found,not found
1274,['rectangle'],,,,0,not found,not found,not found
1275,['trapezoid'],,,,0,not found,not found,not found
1276,['rectangle'],,,,0,not found,not found,not found
1277,['trapezoid'],,,,0,not found,not found,not found
1278,['Human'],,,,0,not found,not found,not found
1279,['rectangle'],,,,0,not found,not found,not found
1280,['trapezoid'],,,,0,not found,not found,not found
1281,['rectangle'],,,,0,not found,not found,not found
1282,['trapezoid'],,,,0,not found,not found,not found
1283,['Human'],,,,0,not found,not found,not found
1284,['rectangle'],,,,0,not found,not found,not found
1285,['trapezoid'],,,,0,not found,not found,not found
1286,['rectangle'],,,,0,not found,not found,not found
1287,['trapezoid'],,,,0,not found,not found,not found
1288,['Human'],,,,0,not found,not found,not found
1289,['rectangle'],,,,0,not found,not found,not found
1290,['trapezoid'],,,,0,not found,not found,not found
1291,['rectangle'],,,,0,not found,not found,not found
1292,['trapezoid'],,,,0,not found,not found,not found
1293,['Human'],,,,0,not found,not found,not found
1294,['rectangle'],,,,0,not found,not found,not found
1295,['trapezoid'],,,,0,not found,not found,not found
1296,['rectangle'],,,,0,not found,not found,not found
1297,['trapezoid'],,,,0,not found,not found,not found
1298,['Human'],,,,0,not found,not found,not found
1299,['rectangle'],,,,0,not found,not found,not found
1300,['trapezoid'],,,,0,not found,not found,not found
1301,['rectangle'],,,,0,not found,not found,not found
1302,['trapezoid'],,,,0,not found,not found,not found
1303,['Human'],,,,0,not found,not found,not found
1304,['rectangle'],,,,0,not found,not found,not found
1305,['trapezoid'],,,,0,not found,not found,not found
1306,['rectangle'],,,,0,not found,not found,not found
1307,['trapezoid'],,,,0,not found,not found,not found
1308,['Human'],,,,0,not found,not found,not found
1309,['rectangle'],,,,0,not found,not found,not found
1310,['trapezoid'],,,,0,not found,not found,not found
1311,['rectangle'],,,,0,not found,not found,not found
1312,['trapezoid'],,,,0,not found,not found,not found
1313,['Human'],,,,0,not found,not found,not found
1314,['rectangle'],,,,0,not found,not found,not found
1315,['trapezoid'],,,,0,not found,not found,not found
1316,['rectangle'],,,,0,not found,not found,not found
1317,['trapezoid'],,,,0,not found,not found,not found
1318,['Human'],,,,0,not found,not found,not found
1319,['rectangle'],,,,0,not found,not found,not found
1320,['trapezoid'],,,,0,not found,not found,not found
1321,['rectangle'],,,,0,not found,not found,not found
1322,['trapezoid'],,,,0,not found,not found,not found
1323,['Human'],,,,0,not found,not found,not found
1324,['rectangle'],,,,0,not found,not found,not found
1325,['trapezoid'],,,,0,not found,not found,not found
1326,['rectangle'],,,,0,not found,not found,not found
1327,['trapezoid'],,,,0,not found,not found,not found
1328,['Human'],,,,0,not found,not found,not found
1329,['rectangle'],,,,0,not found,not found,not found
1330,['trapezoid'],,,,0,not found,not found,not found
1331,['rectangle'],,,,0,not found,not found,not found
1332,['trapezoid'],,,,0,not found,not found,not found
1333,['Human'],,,,0,not found,not found,not found
1334,['rectangle'],,,,0,not found,not found,not found
1335,['trapezoid'],,,,0,not found,not found,not found
1336,['rectangle'],,,,0,not found,not found,not found
1337,['trapezoid'],,,,0,not found,not found,not found
1338,['Human'],,,,0,not found,not found,not found
1339,['rectangle'],,,,0,not found,not found,not found
1340,['trapezoid'],,,,0,not found,not found,not found
1341,['rectangle'],,,,0,not found,not found,not found
1342,['trapezoid'],,,,0,not found,not found,not found
1343,['Human'],,,,0,not found,not found,not found
1344,['rectangle'],,,,0,not found,not found,not found
1345,['trapezoid'],,,,0,not found,not found,not found
1346,['rectangle'],,,,0,not found,not found,not found
1347,['trapezoid'],,,,0,not found,not found,not found
1348,['Human'],,,,0,not found,not found,not found
1349,['rectangle'],,,,0,not found,not found,not found
1350,['trapezoid'],,,,0,not found,not found,not found
1351,['rectangle'],,,,0,not found,not found,not found
1352,['trapezoid'],,,,0,not found,not found,not found
1353,['Human'],,,,0,not found,not found,not found
1354,['rectangle'],,,,0,not found,not found,not found
1355,['trapezoid'],,,,0,not found,not found,not found
1356,['rectangle'],,,,0,not found,not found,not found
1357,['trapezoid'],,,,0,not found,not found,not found
1358,['Human'],,,,0,not found,not found,not found
1359,['rectangle'],,,,0,not found,not found,not found
1360,['trapezoid'],,,,0,not found,not found,not found
1361,['rectangle'],,,,0,not found,not found,not found
1362,['trapezoid'],,,,0,not found,not found,not found
1363,['Human'],,,,0,not found,not found,not found
1364,['rectangle'],,,,0,not found,not found,not found
1365,['trapezoid'],,,,0,not found,not found,not found
1366,['rectangle'],,,,0,not found,not found,not found
1367,['trapezoid'],,,,0,not found,not found,not found
1368,['Human'],,,,0,not found,not found,not found
1369,['rectangle'],,,,0,not found,not found,not found
1370,['trapezoid'],,,,0,not found,not found,not found
1371,['rectangle'],,,,0,not found,not found,not found
1372,['trapezoid'],,,,0,not found,not found,not found
1373,['Human'],,,,0,not found,not found,not found
1374,['rectangle'],,,,0,not found,not found,not found
1375,['trapezoid'],,,,0,not found,not found,not found
1376,['rectangle'],,,,0,not found,not found,not found
1377,['trapezoid'],,,,0,not found,not found,not found
1378,['Human'],,,,0,not found,not found,not found
1379,['rectangle'],,,,0,not found,not found,not found
1380,['trapezoid'],,,,0,not found,not found,not found
1381,['rectangle'],,,,0,not found,not found,not found
1382,['trapezoid'],,,,0,not found,not found,not found
1383,['Human'],,,,0,not found,not found,not found
1384,['rectangle'],,,,0,not found,not found,not found
1385,['trapezoid'],,,,0,not found,not found,not found
1386,['rectangle'],,,,0,not found,not found,not found
1387,['trapezoid'],,,,0,not found,not found,not found
1388,['Human'],,,,0,not found,not found,not found
1389,['rectangle'],,,,0,not found,not found,not found
1390,['trapezoid'],,,,0,not found,not found,not found
1391,['rectangle'],,,,0,not found,not found,not found
1392,['trapezoid'],,,,0,not found,not found,not found
1393,['Human'],,,,0,not found,not found,not found
1394,['rectangle'],,,,0,not found,not found,not found
1395,['trapezoid'],,,,0,not found,not found,not found
1396,['rectangle'],,,,0,not found,not found,not found
1397,['trapezoid'],,,,0,not found,not found,not found
1398,['Human'],,,,0,not found,not found,not found
1399,['rectangle'],,,,0,not found,not found,not found
1400,['trapezoid'],,,,0,not found,not found,not found
1401,['rectangle'],,,,0,not found,not found,not found
1402,['trapezoid'],,,,0,not found,not found,not found
1403,['Human'],,,,0,not found,not found,not found
1404,['rectangle'],,,,0,not found,not found,not found
1405,['trapezoid'],,,,0,not found,not found,not found
1406,['rectangle'],,,,0,not found,not found,not found
1407,['trapezoid'],,,,0,not found,not found,not found
1408,['Human'],,,,0,not found,not found,not found
1409,['rectangle'],,,,0,not found,not found,not found
1410,['trapezoid'],,,,0,not found,not found,not found
1411,['rectangle'],,,,0,not found,not found,not found
1412,['trapezoid'],,,,0,not found,not found,not found
1413,['Human'],,,,0,not found,not found,not found
1414,['rectangle'],,,,0,not found,not found,not found
1415,['trapezoid'],,,,0,not found,not found,not found
1416,['rectangle'],,,,0,not found,not found,not found
1417,['trapezoid'],,,,0,not found,not found,not found
1418,['Human'],,,,0,not found,not found,not found
1419,['rectangle'],,,,0,not found,not found,not found
1420,['trapezoid'],,,,0,not found,not found,not found
1421,['rectangle'],,,,0,not found,not found,not found
1422,['trapezoid'],,,,0,not found,not found,not found
1423,['Human'],,,,0,not found,not found,not found
1424,['rectangle'],,,,0,not found,not found,not found
1425,['trapezoid'],,,,0,not found,not found,not found
1426,['rectangle'],,,,0,not found,not found,not found
1427,['trapezoid'],,,,0,not found,not found,not found
1428,['Human'],,,,0,not found,not found,not found
1429,['rectangle'],,,,0,not found,not found,not found
1430,['trapezoid'],,,,0,not found,not found,not found
1431,['rectangle'],,,,0,not found,not found,not found
1432,['trapezoid'],,,,0,not found,not found,not found
1433,['Human'],,,,0,not found,not found,not found
1434,['rectangle'],,,,0,not found,not found,not found
1435,['trapezoid'],,,,0,not found,not found,not found
1436,['rectangle'],,,,0,not found,not found,not found
1437,['trapezoid'],,,,0,not found,not found,not found
1438,['Human'],,,,0,not found,not found,not found
1439,['rectangle'],,,,0,not found,not found,not found
1440,['trapezoid'],,,,0,not found,not found,not found
1441,['rectangle'],,,,0,not found,not found,not found
1442,['trapezoid'],,,,0,not found,not found,not found
1443,['Human'],,,,0,not found,not found,not found
1444,['rectangle'],,,,0,not found,not found,not found
1445,['trapezoid'],,,,0,not found,not found,not found
1446,['rectangle'],,,,0,not found,not found,not found
1447,['trapezoid'],,,,0,not found,not found,not found
1448,['Human'],,,,0,not found,not found,not found
1449,['rectangle'],,,,0,not found,not found,not found
1450,['trapezoid'],,,,0,not found,not found,not found
1451,['rectangle'],,,,0,not found,not found,not found
1452,['trapezoid'],,,,0,not found,not found,not found
1453,['Human'],,,,0,not found,not found,not found
1454,['rectangle'],,,,0,not found,not found,not found
1455,['trapezoid'],,,,0,not found,not found,not found
1456,['rectangle'],,,,0,not found,not found,not found
1457,['trapezoid'],,,,0,not found,not found,not found
1458,['Human'],,,,0,not found,not found,not found
1459,['rectangle'],,,,0,not found,not found,not found
1460,['trapezoid'],,,,0,not found,not found,not found
1461,['rectangle'],,,,0,not found,not found,not found
1462,['trapezoid'],,,,0,not found,not found,not found
1463,['Human'],,,,0,not found,not found,not found
1464,['rectangle'],,,,0,not found,not found,not found
1465,['trapezoid'],,,,0,not found,not found,not found
1466,['rectangle'],,,,0,not found,not found,not found
1467,['trapezoid'],,,,0,not found,not found,not found
1468,['Human'],,,,0,not found,not found,not found
1469,['rectangle'],,,,0,not found,not found,not found
1470,['trapezoid'],,,,0,not found,not found,not found
1471,['rectangle'],,,,0,not found,not found,not found
1472,['trapezoid'],,,,0,not found,not found,not found
1473,['Human'],,,,0,not found,not found,not found
1474,['rectangle'],,,,0,not found,not found,not found
1475,['trapezoid'],,,,0,not found,not found,not found
1476,['rectangle'],,,,0,not found,not found,not found
1477,['trapezoid'],,,,0,not found,not found,not found
1478,['Human'],,,,0,not found,not found,not found
1479,['rectangle'],,,,0,not found,not found,not found
1480,['trapezoid'],,,,0,not found,not found,not found
1481,['rectangle'],,,,0,not found,not found,not found
1482,['trapezoid'],,,,0,not found,not found,not found
1483,['Human'],,,,0,not found,not found,not found
1484,['rectangle'],,,,0,not found,not found,not found
1485,['trapezoid'],,,,0,not found,not found,not found
1486,['rectangle'],,,,0,not found,not found,not found
1487,['trapezoid'],,,,0,not found,not found,not found
1488,['Human'],,,,0,not found,not found,not found
1489,['rectangle'],,,,0,not found,not found,not found
1490,['trapezoid'],,,,0,not found,not found,not found
1491,['rectangle'],,,,0,not found,not found,not found
1492,['trapezoid'],,,,0,not found,not found,not found
1493,['Human'],,,,0,not found,not found,not found
1494,['rectangle'],,,,0,not found,not found,not found
1495,['trapezoid'],,,,0,not found,not found,not found
1496,['rectangle'],,,,0,not found,not found,not found
1497,['trapezoid'],,,,0,not found,not found,not found
1498,['Human'],,,,0,not found,not found,not found
1499,['rectangle'],,,,0,not found,not found,not found
1500,['trapezoid'],,,,0,not found,not found,not found
1501,['rectangle'],,,,0,not found,not found,not found
1502,['trapezoid'],,,,0,not found,not found,not found
1503,['Human'],,,,0,not found,not found,not found
1504,['rectangle'],,,,0,not found,not found,not found
1505,['trapezoid'],,,,0,not found,not found,not found
1506,['rectangle'],,,,0,not found,not found,not found
1507,['trapezoid'],,,,0,not found,not found,not found
1508,['Human'],,,,0,not found,not found,not found
1509,['rectangle'],,,,0,not found,not found,not found
1510,['trapezoid'],,,,0,not found,not found,not found
1511,['rectangle'],,,,0,not found,not found,not found
1512,['trapezoid'],,,,0,not found,not found,not found
1513,['Human'],,,,0,not found,not found,not found
1514,['rectangle'],,,,0,not found,not found,not found
1515,['trapezoid'],,,,0,not found,not found,not found
1516,['rectangle'],,,,0,not found,not found,not found
1517,['trapezoid'],,,,0,not found,not found,not found
1518,['Human'],,,,0,not found,not found,not found
1519,['rectangle'],,,,0,not found,not found,not found
1520,['trapezoid'],,,,0,not found,not found,not found
1521,['rectangle'],,,,0,not found,not found,not found
1522,['trapezoid'],,,,0,not found,not found,not found
1523,['Human'],,,,0,not found,not found,not found
1524,['rectangle'],,,,0,not found,not found,not found
1525,['trapezoid'],,,,0,not found,not found,not found
1526,['rectangle'],,,,0,not found,not found,not found
1527,['trapezoid'],,,,0,not found,not found,not found
1528,['Human'],,,,0,not found,not found,not found
1529,['rectangle'],,,,0,not found,not found,not found
